"Event_name","Event_url","Event_Date","Event_Location","Event_fighter_name","Event_fighter_url","Event_fighter_KD","Event_fighter_STR","Event_fighter_TD","Event_fighter_WiDivision","Event_fighter_win","Event_fighter_win_url","Event_fighter_selection1","Event_fighter_ROUND","Event_fighter_TIME"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Alexander Gustafsson","http://www.ufcstats.com/fighter-details/3c6976f8182d9527","1","21","1","Light Heavyweight","win","http://www.ufcstats.com/fight-details/742fcd610f344810","KO/TKO","2","1:18"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Jimi Manuwa","http://www.ufcstats.com/fighter-details/1e1dbd1cc5a7469e","0","13","0","Light Heavyweight","","","","2","1:18"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Michael Johnson","http://www.ufcstats.com/fighter-details/511e82663651438d","0","48","1","Lightweight","win","http://www.ufcstats.com/fight-details/73f55778c5c55c2f","U-DEC","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Melvin Guillard","http://www.ufcstats.com/fighter-details/ccd1299e0345e0ce","0","22","0","Lightweight","","","","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Brad Pickett","http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f","0","49","4","Flyweight","win","http://www.ufcstats.com/fight-details/b5be58e7fa1e7439","U-DEC","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Neil Seery","http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf","0","47","0","Flyweight","","","","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Gunnar Nelson","http://www.ufcstats.com/fighter-details/fd55393021a8c255","0","16","1","Welterweight","win","http://www.ufcstats.com/fight-details/0b3c3d363c82835f","SUB","1","4:36"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Omari Akhmedov","http://www.ufcstats.com/fighter-details/16690d100f995f8f","0","6","0","Welterweight","","","","1","4:36"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Ilir Latifi","http://www.ufcstats.com/fighter-details/e9a3aeb207578eea","0","0","1","Light Heavyweight","win","http://www.ufcstats.com/fight-details/6242126d8d06a7ca","SUB","1","3:02"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Cyrille Diabate","http://www.ufcstats.com/fighter-details/43563a32c3f10e95","0","0","0","Light Heavyweight","","","","1","3:02"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Luke Barnatt","http://www.ufcstats.com/fighter-details/172c2135e70f87b7","0","45","0","Middleweight","win","http://www.ufcstats.com/fight-details/406154260435c65a","KO/TKO","1","4:24"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Mats Nilsson","http://www.ufcstats.com/fighter-details/a9bcf8717dd12532","0","25","0","Middleweight","","","","1","4:24"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Claudio Silva","http://www.ufcstats.com/fighter-details/6f7c616b98e18c29","0","36","3","Middleweight","win","http://www.ufcstats.com/fight-details/4911fcfb1b28faa5","U-DEC","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Brad Scott","http://www.ufcstats.com/fighter-details/34e552520a934063","0","41","0","Middleweight","","","","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Igor Araujo","http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d","0","12","0","Welterweight","win","http://www.ufcstats.com/fight-details/54845ec0646a9bee","U-DEC","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Danny Mitchell","http://www.ufcstats.com/fighter-details/c06d554ce1713fd3","0","18","0","Welterweight","","","","3","5:00"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Phil Harris","http://www.ufcstats.com/fighter-details/ba043b03eb799063","0","3","0","Flyweight","nc","http://www.ufcstats.com/fight-details/443791a8c6790cf0","Overturned","1","1:13"
"UFC Fight Night: Gustafsson vs Manuwa","http://www.ufcstats.com/event-details/ebc1f40e00e0c481","March 08, 2014","London, England, United Kingdom","Louis Gaudinot","http://www.ufcstats.com/fighter-details/b72a60a0cadff408","0","2","0","Flyweight","","","","1","1:13"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Dong Hyun Kim","http://www.ufcstats.com/fighter-details/9bcf8603ceb25680","2","27","1","Welterweight","win","http://www.ufcstats.com/fight-details/e38d7761a92e1bf9","KO/TKO","3","1:02"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","John Hathaway","http://www.ufcstats.com/fighter-details/28f3c2258a1d8874","0","27","1","Welterweight","","","","3","1:02"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Zhang Lipeng","http://www.ufcstats.com/fighter-details/7b310409440c9102","0","10","4","Welterweight","win","http://www.ufcstats.com/fight-details/0fea1cff62e26b46","S-DEC","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Sai Wang","http://www.ufcstats.com/fighter-details/efb9a43415a56d34","0","31","0","Welterweight","","","","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Matt Mitrione","http://www.ufcstats.com/fighter-details/ba280572acfba13f","1","24","0","Heavyweight","win","http://www.ufcstats.com/fight-details/82448697e7a44028","KO/TKO","1","4:59"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Shawn Jordan","http://www.ufcstats.com/fighter-details/ca2efc9d7d523c43","0","15","0","Heavyweight","","","","1","4:59"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Hatsu Hioki","http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2","0","29","4","Featherweight","win","http://www.ufcstats.com/fight-details/57ab45aa1ebd087e","U-DEC","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Ivan Menjivar","http://www.ufcstats.com/fighter-details/5755960ebd0b16f6","1","27","0","Featherweight","","","","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Yui Chul Nam","http://www.ufcstats.com/fighter-details/a00ec21cfbba17b6","3","77","1","Lightweight","win","http://www.ufcstats.com/fight-details/c53a5dca56870ea5","S-DEC","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Kazuki Tokudome","http://www.ufcstats.com/fighter-details/c4af2feb4b58bc3b","0","31","3","Lightweight","","","","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Vaughan Lee","http://www.ufcstats.com/fighter-details/8bb6f4479685bbcc","0","142","0","Bantamweight","win","http://www.ufcstats.com/fight-details/3fa2e753afa0bdbb","U-DEC","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Nam Phan","http://www.ufcstats.com/fighter-details/80dbeb1dd5b53e64","0","24","0","Bantamweight","","","","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Anying Wang","http://www.ufcstats.com/fighter-details/69e8c632135af48b","0","13","0","Welterweight","win","http://www.ufcstats.com/fight-details/36d4e8f650539bf0","KO/TKO","1","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Albert Cheng","http://www.ufcstats.com/fighter-details/d8d7b24d276c8cb0","0","5","0","Welterweight","","","","1","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Mark Eddiva","http://www.ufcstats.com/fighter-details/40ff198adda94b9f","0","49","4","Featherweight","win","http://www.ufcstats.com/fight-details/2ebe2ae9b4812f0a","U-DEC","3","5:00"
"UFC Fight Night: Kim vs Hathaway","http://www.ufcstats.com/event-details/a26198ba5093147e","March 01, 2014","Macau, China","Jumabieke Tuerxun","http://www.ufcstats.com/fighter-details/1ed32eaaba9ffe10","0","12","1","Featherweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Ronda Rousey","http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d","1","14","0","Women's Bantamweight","win","http://www.ufcstats.com/fight-details/654127f5b9140be2","KO/TKO","1","1:06"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Sara McMann","http://www.ufcstats.com/fighter-details/7be74a12d7352df2","0","13","0","Women's Bantamweight","","","","1","1:06"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Daniel Cormier","http://www.ufcstats.com/fighter-details/d967f0128c323de6","1","18","0","Light Heavyweight","win","http://www.ufcstats.com/fight-details/b1a033020bd6d3f3","KO/TKO","1","1:19"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Patrick Cummins","http://www.ufcstats.com/fighter-details/e51e5cb722bd47a8","0","8","0","Light Heavyweight","","","","1","1:19"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Rory MacDonald","http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e","0","75","0","Welterweight","win","http://www.ufcstats.com/fight-details/29657325bfc1d590","U-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Demian Maia","http://www.ufcstats.com/fighter-details/427b5953ac8e3a27","0","51","2","Welterweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Mike Pyle","http://www.ufcstats.com/fighter-details/f5990c11974d8e9c","0","56","4","Welterweight","win","http://www.ufcstats.com/fight-details/9988ff4d4197663b","KO/TKO","3","4:03"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","TJ Waldburger","http://www.ufcstats.com/fighter-details/8f2939f5fd9cca1e","0","38","0","Welterweight","","","","3","4:03"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Stephen Thompson","http://www.ufcstats.com/fighter-details/4a28cb716c19157a","1","38","0","Welterweight","win","http://www.ufcstats.com/fight-details/ab0d6346b7938a7f","KO/TKO","1","3:43"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Robert Whittaker","http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce","0","19","0","Welterweight","","","","1","3:43"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Alexis Davis","http://www.ufcstats.com/fighter-details/4c2d90e335e6df19","0","53","2","Women's Bantamweight","win","http://www.ufcstats.com/fight-details/36630b8c820db52b","S-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Jessica Eye","http://www.ufcstats.com/fighter-details/f72465a784c1b084","0","47","0","Women's Bantamweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Raphael Assuncao","http://www.ufcstats.com/fighter-details/2f13e4020cea5b38","0","100","3","Bantamweight","win","http://www.ufcstats.com/fight-details/faaa7340f4ede814","U-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Pedro Munhoz","http://www.ufcstats.com/fighter-details/6bd02119599741a4","0","33","0","Bantamweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Aljamain Sterling","http://www.ufcstats.com/fighter-details/cb696ebfb6598724","0","46","3","Bantamweight","win","http://www.ufcstats.com/fight-details/41727d51af72b1d5","U-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Cody Gibson","http://www.ufcstats.com/fighter-details/700a674c042b7a96","0","18","4","Bantamweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Zach Makovsky","http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30","0","34","5","Flyweight","win","http://www.ufcstats.com/fight-details/1a8b815679bc89b8","U-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Josh Sampo","http://www.ufcstats.com/fighter-details/f65dcb22dada2223","0","19","0","Flyweight","","","","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Erik Koch","http://www.ufcstats.com/fighter-details/99bd87a300079ed9","1","19","0","Lightweight","win","http://www.ufcstats.com/fight-details/dc28c6e66f333d2a","KO/TKO","1","1:24"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Rafaello Oliveira","http://www.ufcstats.com/fighter-details/15b1b21cd743d652","0","1","0","Lightweight","","","","1","1:24"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Ernest Chavez","http://www.ufcstats.com/fighter-details/b406da701c479076","0","28","2","Lightweight","win","http://www.ufcstats.com/fight-details/328ae84bf2af537e","S-DEC","3","5:00"
"UFC 170: Rousey vs McMann","http://www.ufcstats.com/event-details/3138fab619faf4d1","February 22, 2014","Las Vegas, Nevada, USA","Yosdenis Cedeno","http://www.ufcstats.com/fighter-details/3e61082025db8137","0","26","0","Lightweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Lyoto Machida","http://www.ufcstats.com/fighter-details/f7a7f7118d4b01b6","0","28","1","Middleweight","win","http://www.ufcstats.com/fight-details/aa11f2375ee2118f","U-DEC","5","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Gegard Mousasi","http://www.ufcstats.com/fighter-details/232c582f29f8f65e","0","36","0","Middleweight","","","","5","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Jacare Souza","http://www.ufcstats.com/fighter-details/7a703c565ccaa18f","0","16","2","Middleweight","win","http://www.ufcstats.com/fight-details/ffbc12e4f821ec68","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Francis Carmont","http://www.ufcstats.com/fighter-details/3591d0d5d382a381","0","19","0","Middleweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Erick Silva","http://www.ufcstats.com/fighter-details/5866fc86183a9fb8","0","18","0","Welterweight","win","http://www.ufcstats.com/fight-details/dadde3eb4e5f43b4","KO/TKO","1","0:52"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Takenori Sato","http://www.ufcstats.com/fighter-details/276c60b14b571dd4","0","0","0","Welterweight","","","","1","0:52"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Nicholas Musoke","http://www.ufcstats.com/fighter-details/8b5f9ea38184ded3","0","45","2","Welterweight","win","http://www.ufcstats.com/fight-details/d0e084b6345c5af0","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Viscardi Andrade","http://www.ufcstats.com/fighter-details/d221ee27afc7a60e","1","24","1","Welterweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Charles Oliveira","http://www.ufcstats.com/fighter-details/07225ba28ae309b6","0","23","3","Featherweight","win","http://www.ufcstats.com/fight-details/b96e1222eb1a0faf","SUB","3","2:40"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Andy Ogle","http://www.ufcstats.com/fighter-details/b6c4451cb13c9303","0","21","1","Featherweight","","","","3","2:40"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Joe Proctor","http://www.ufcstats.com/fighter-details/a36556bb1565e32d","0","67","0","Lightweight","win","http://www.ufcstats.com/fight-details/cfefbf79340d3346","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Cristiano Marcello","http://www.ufcstats.com/fighter-details/ff4c3ab594c7fac3","0","26","1","Lightweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Rodrigo Damm","http://www.ufcstats.com/fighter-details/a20d7dfaba74c067","0","68","1","Lightweight","win","http://www.ufcstats.com/fight-details/420114bb94080b3c","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Ivan Jorge","http://www.ufcstats.com/fighter-details/19db7ac26308178f","0","63","0","Lightweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Francisco Trinaldo","http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9","0","55","1","Lightweight","win","http://www.ufcstats.com/fight-details/ea60fdcfd423a15e","S-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Jesse Ronson","http://www.ufcstats.com/fighter-details/5580771f383e141f","0","53","0","Lightweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Iuri Alcantara","http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad","1","42","2","Bantamweight","win","http://www.ufcstats.com/fight-details/01d4d1d8bcb014cf","S-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Wilson Reis","http://www.ufcstats.com/fighter-details/5aedf14771ca82d2","0","23","3","Bantamweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Felipe Arantes","http://www.ufcstats.com/fighter-details/71002dbc1743b9a7","1","39","1","Featherweight","win","http://www.ufcstats.com/fight-details/8619c3cde7dd4e15","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Maximo Blanco","http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a","0","44","3","Featherweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Ildemar Alcantara","http://www.ufcstats.com/fighter-details/7c6e87729e824ef4","0","50","4","Welterweight","win","http://www.ufcstats.com/fight-details/496a169f4c9becec","S-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Albert Tumenov","http://www.ufcstats.com/fighter-details/ff6a1f63c254127e","0","32","1","Welterweight","","","","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Zubaira Tukhugov","http://www.ufcstats.com/fighter-details/aceffa19749c4dc0","0","35","3","Featherweight","win","http://www.ufcstats.com/fight-details/816119e4d9d983b1","U-DEC","3","5:00"
"UFC Fight Night: Machida vs Mousasi","http://www.ufcstats.com/event-details/51b0bb73a1da34bc","February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil","Douglas Silva de Andrade","http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d","0","27","0","Featherweight","","","","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Renan Barao","http://www.ufcstats.com/fighter-details/2c99576fefe53c7c","1","17","0","Bantamweight","win","http://www.ufcstats.com/fight-details/4c9047d1c1bc1e29","KO/TKO","1","3:42"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Urijah Faber","http://www.ufcstats.com/fighter-details/78114b7199cef90c","0","8","0","Bantamweight","","","","1","3:42"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Jose Aldo","http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6","0","62","2","Featherweight","win","http://www.ufcstats.com/fight-details/a3b37f8ea171b962","U-DEC","5","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Ricardo Lamas","http://www.ufcstats.com/fighter-details/3974fa35c917af1d","0","41","1","Featherweight","","","","5","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Alistair Overeem","http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c","1","62","0","Heavyweight","win","http://www.ufcstats.com/fight-details/651bdd9e17a58c5d","U-DEC","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Frank Mir","http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed","0","3","1","Heavyweight","","","","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Ali Bagautinov","http://www.ufcstats.com/fighter-details/3dd92ff9fb0412b3","0","49","6","Flyweight","win","http://www.ufcstats.com/fight-details/a851348faa460c2d","U-DEC","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","John Lineker","http://www.ufcstats.com/fighter-details/c268b2cfebccf652","0","27","0","Flyweight","","","","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Abel Trujillo","http://www.ufcstats.com/fighter-details/e14b5aa06eea9653","1","18","0","Lightweight","win","http://www.ufcstats.com/fight-details/fe936088ec4dcb0d","KO/TKO","2","2:32"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Jamie Varner","http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3","0","36","0","Lightweight","","","","2","2:32"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","Alan Patrick","http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8","0","40","2","Lightweight","win","http://www.ufcstats.com/fight-details/b9be2e52d02886e2","U-DEC","3","5:00"
"UFC 169: Barao vs Faber 2","http://www.ufcstats.com/event-details/fc31f896cde2bc2e","February 01, 2014","Newark, New Jersey, USA","John Makdessi","http://www.ufcstats.com/fighter-details/c21a036b4e012f1c","0","61","0","Lightweight","","","","3","5:00"
